value,size
-0.0011010169982910156,8
0.004349946975708008,9
-0.006539762020111084,4
0.011141359806060791,6
5.7816505432128906e-05,4
0.00019723176956176758,5
-0.0001976490020751953,5
8.463859558105469e-06,7
-0.0008518099784851074,8
0.0005560517311096191,4
-0.0012184381484985352,5
-0.00021123886108398438,5
0.0008247494697570801,8
1.5854835510253906e-05,5
-0.001583695411682129,6
0.0017794966697692871,5
0.00016945600509643555,5
8.094310760498047e-05,7
-0.0005221366882324219,5
-9.953975677490234e-06,6
0.00020742416381835938,5
-0.0006573200225830078,7
-1.043081283569336e-05,8
0.0007086992263793945,6
-0.0011279582977294922,6
-0.0008211135864257812,6
4.231929779052734e-06,7
-1.7881393432617188e-07,4
-0.00041937828063964844,5
-0.00033479928970336914,4
0.0045623779296875,7
-0.01060330867767334,2
-5.364418029785156e-07,4
-6.556510925292969e-07,5
3.4332275390625e-05,5
-0.0012979507446289062,6
0.00015687942504882812,8
0.0006619691848754883,6
0.0017102956771850586,8
-0.0012708306312561035,6
0.0012066960334777832,10
2.7298927307128906e-05,7
0.0004799962043762207,8
-0.0007199645042419434,3
0.006767690181732178,7
-0.0003693699836730957,8
-0.0003025531768798828,4
0.0002835988998413086,6
1.049041748046875e-05,6
-0.0020943284034729004,10
-0.0017681121826171875,6
0.0012949705123901367,6
-4.172325134277344e-07,4
0.0007240772247314453,6
-0.00015366077423095703,6
0.000349581241607666,8
-0.0009446144104003906,8
0.0002288818359375,8
-0.0025908350944519043,7
-0.00019490718841552734,5
-0.0011383295059204102,8
-6.759166717529297e-05,6
0.0032976865768432617,10
-0.0005168914794921875,10
0.00028461217880249023,10
-0.0015082955360412598,6
0.00228118896484375,7
-4.76837158203125e-07,4
1.7285346984863281e-06,7
7.62939453125e-06,5
0.0005793571472167969,7
0.011829614639282227,5
1.1324882507324219e-06,4
-0.00013047456741333008,4
0.004925906658172607,3
0.0001596212387084961,3
-0.0007099509239196777,3
0.00018262863159179688,5
-0.00030940771102905273,5
-0.00042891502380371094,4
0.00020939111709594727,7
-0.00048828125,5
0.0001221299171447754,8
0.0003635883331298828,7
-0.00025975704193115234,6
0.000469207763671875,9
1.7523765563964844e-05,6
-0.001044631004333496,9
-1.2516975402832031e-05,3
0.000245511531829834,5
0.0018967390060424805,9
0.00517880916595459,9
0.000815272331237793,6
-0.00028264522552490234,4
0.00040155649185180664,3
-0.00025469064712524414,5
-1.4960765838623047e-05,5
0.0002828240394592285,6
0.0010353922843933105,8
-0.0007978677749633789,5
4.976987838745117e-05,7
8.70823860168457e-05,4
7.68899917602539e-06,6
0.0002682209014892578,5
-0.0003109574317932129,3
3.230571746826172e-05,5
0.023427069187164307,8
-0.00046581029891967773,7
0.00037485361099243164,5
-0.001245737075805664,8
-0.0006908774375915527,6
-0.00023752450942993164,4
-0.0010949969291687012,8
0.0021612048149108887,11
-0.00041669607162475586,6
0.002207159996032715,6
0.0002967715263366699,7
-0.002202630043029785,4
-0.0004049539566040039,6
-0.00022476911544799805,8
-0.004334628582000732,12
0.005427122116088867,9
-0.00020903348922729492,5
0.0019481182098388672,6
0.001149296760559082,5
0.004730105400085449,9
-1.5616416931152344e-05,8
0.00016307830810546875,5
-0.0015375018119812012,3
-0.00035566091537475586,8
-2.384185791015625e-07,5
0.002832949161529541,8
-0.0008241534233093262,3
0.0021666288375854492,5
0.004036307334899902,6
0.0021625161170959473,9
-0.002108633518218994,8
0.0020014047622680664,6
-0.0005458593368530273,9
0.0024802088737487793,8
0.002474188804626465,6
-0.0012745261192321777,4
-0.003628075122833252,7
4.851818084716797e-05,4
0.002794802188873291,9
-0.004060328006744385,6
-7.62939453125e-06,6
-0.0008009672164916992,6
0.0029962658882141113,3
-0.0021241307258605957,4
0.00021404027938842773,3
5.960464477539063e-08,6
-0.00037294626235961914,4
-8.344650268554688e-07,4
-0.0005282759666442871,6
0.0004298090934753418,6
0.00030738115310668945,5
-0.000809788703918457,6
6.556510925292969e-07,6
-0.0008689761161804199,6
-0.003671407699584961,7
-0.00025600194931030273,5
0.0002588629722595215,8
-0.00013595819473266602,4
9.512901306152344e-05,5
-8.493661880493164e-05,8
-0.0001354813575744629,6
-0.0008997917175292969,7
-1.7881393432617188e-07,4
-0.0025881528854370117,6
-0.013286113739013672,2
0.004741489887237549,9
6.556510925292969e-07,5
1.823902130126953e-05,7
-9.5367431640625e-07,8
7.939338684082031e-05,7
0.001071929931640625,6
-1.1920928955078125e-07,5
0.0006074905395507812,9
0.00025707483291625977,6
4.172325134277344e-07,5
0.000835120677947998,8
0.0001513361930847168,8
0.0013626813888549805,7
-6.222724914550781e-05,5
-0.001248002052307129,8
2.8789043426513672e-05,4
-0.0014144182205200195,3
-0.0002937912940979004,4
7.069110870361328e-05,7
1.2874603271484375e-05,4
2.562999725341797e-06,5
-5.352497100830078e-05,6
0.0003249049186706543,4
-4.488229751586914e-05,5
-0.002808511257171631,6
-0.00014698505401611328,4
6.276369094848633e-05,4
8.32676887512207e-05,7
0.0007621049880981445,7
-0.0011394619941711426,6
-0.0015327930450439453,4
0.0008864998817443848,6
-0.00014668703079223633,5
-0.00313568115234375,4
-0.0004379153251647949,6
-4.172325134277344e-07,4
-0.00017648935317993164,5
-0.00030159950256347656,4
-0.00023353099822998047,7
0.0030214786529541016,10
4.76837158203125e-07,5
1.728534698486328e-05,3
-0.00034993886947631836,7
-5.823373794555664e-05,4
-5.960464477539062e-07,3
-0.0006204843521118164,3
-0.0008899569511413574,5
-0.00034350156784057617,5
