value,size
-3.7550926208496094e-06,5
-2.5570392608642578e-05,5
-1.2516975402832031e-06,7
-1.0728836059570312e-06,7
0.00018829107284545898,5
7.748603820800781e-07,6
-5.894899368286133e-05,3
-6.794929504394531e-06,4
0.04094451665878296,2
1.0848045349121094e-05,3
0.00011974573135375977,6
3.5822391510009766e-05,5
-8.165836334228516e-06,8
1.1444091796875e-05,6
9.47713851928711e-06,3
-4.76837158203125e-07,5
-8.52346420288086e-06,4
-0.0005462765693664551,4
7.510185241699219e-06,6
8.463859558105469e-06,5
-0.0001233220100402832,5
-0.0005462765693664551,4
-1.329183578491211e-05,3
-1.0907649993896484e-05,4
2.6226043701171875e-06,7
0.0005742311477661133,4
-0.0001615285873413086,7
-4.363059997558594e-05,6
-9.161233901977539e-05,2
-6.973743438720703e-06,6
-3.063678741455078e-05,5
-0.004194408655166626,7
7.808208465576172e-06,7
-0.001044541597366333,6
0.00014352798461914062,4
0.00045624375343322754,7
2.193450927734375e-05,3
1.0132789611816406e-06,6
-1.430511474609375e-06,6
2.3066997528076172e-05,3
1.1682510375976562e-05,3
-0.00027674436569213867,6
5.245208740234375e-06,5
-6.556510925292969e-06,4
-9.387731552124023e-05,2
-5.364418029785156e-07,4
-0.004019349813461304,5
0.0008903741836547852,5
-3.4570693969726562e-06,5
0.00015121698379516602,5
-2.682209014892578e-06,6
0.011651992797851562,2
0.00043588876724243164,5
1.5974044799804688e-05,3
-0.0001170039176940918,2
8.910894393920898e-05,3
2.6881694793701172e-05,5
-0.0012052655220031738,4
-0.0003712177276611328,6
-0.00019121170043945312,2
-0.0002218782901763916,6
-1.1265277862548828e-05,4
4.470348358154297e-06,5
0.0008906126022338867,5
-6.735324859619141e-06,4
-9.5367431640625e-07,4
7.62939453125e-06,5
-1.233816146850586e-05,5
-4.708766937255859e-06,8
5.364418029785156e-07,6
-6.681680679321289e-05,6
-7.3909759521484375e-06,4
1.5497207641601562e-06,4
-0.0005998611450195312,3
6.198883056640625e-06,5
-2.0205974578857422e-05,4
2.4378299713134766e-05,6
-0.00038570165634155273,6
1.4901161193847656e-05,6
7.927417755126953e-06,5
0.0001767277717590332,2
2.0265579223632812e-06,5
-0.0023894309997558594,6
6.127357482910156e-05,4
-0.00014352798461914062,5
9.5367431640625e-07,6
5.7220458984375e-06,5
5.7220458984375e-06,5
-1.138448715209961e-05,4
9.834766387939453e-06,4
0.005495131015777588,4
-1.0371208190917969e-05,5
6.198883056640625e-06,4
-0.003491818904876709,6
8.344650268554688e-07,5
-0.00027310848236083984,5
-0.00016117095947265625,7
-0.00037086009979248047,6
-1.8477439880371094e-06,5
8.314847946166992e-05,5
-0.00016167759895324707,7
-0.0027524828910827637,3
1.3113021850585938e-06,4
-2.682209014892578e-06,3
1.9371509552001953e-05,7
-0.0001239180564880371,5
-1.6033649444580078e-05,3
7.867813110351562e-06,6
0.0003612041473388672,6
2.8014183044433594e-06,5
1.5854835510253906e-05,3
1.710653305053711e-05,2
-3.159046173095703e-06,5
0.0024568140506744385,6
0.00012046098709106445,6
0.0016023516654968262,9
4.649162292480469e-06,2
-5.3048133850097656e-05,5
-0.0006752610206604004,8
0.00028061866760253906,2
1.3113021850585938e-06,7
-0.00037023425102233887,6
-0.004018723964691162,5
2.4437904357910156e-06,5
6.4373016357421875e-06,5
-7.3909759521484375e-06,4
4.5299530029296875e-05,8
-7.152557373046875e-06,4
-5.900859832763672e-06,4
-6.783008575439453e-05,3
-0.000907599925994873,8
-0.0001766681671142578,5
0.00045865774154663086,5
-5.310773849487305e-05,5
0.010032117366790771,3
5.364418029785156e-07,4
5.960464477539062e-07,4
-4.0531158447265625e-06,5
0.0002472400665283203,6
0.002054154872894287,5
-0.0006344318389892578,2
0.0001615285873413086,8
8.96453857421875e-05,3
-4.649162292480469e-06,6
1.1920928955078125e-07,7
-1.5974044799804688e-05,3
0.0008129477500915527,2
-2.2649765014648438e-06,6
8.344650268554688e-07,4
-0.004019290208816528,5
-1.3470649719238281e-05,3
0.00010442733764648438,8
1.430511474609375e-06,6
-0.00370633602142334,4
-6.616115570068359e-06,4
0.005903303623199463,2
-7.322430610656738e-05,6
0.005387425422668457,4
5.364418029785156e-07,5
-2.2649765014648438e-05,4
-0.002752542495727539,3
3.5762786865234375e-07,5
8.761882781982422e-06,5
-1.2576580047607422e-05,4
2.0265579223632812e-06,4
1.609325408935547e-05,3
-0.006924629211425781,3
-5.59687614440918e-05,4
8.940696716308594e-07,7
2.384185791015625e-07,4
0.0001131296157836914,6
4.887580871582031e-06,5
4.172325134277344e-07,5
-2.4616718292236328e-05,5
-0.0005461573600769043,4
0.0003744661808013916,7
-0.00021088123321533203,6
7.152557373046875e-07,5
3.069639205932617e-05,5
0.00038951635360717773,4
-0.00014930963516235352,6
-7.843971252441406e-05,3
1.2040138244628906e-05,2
-4.76837158203125e-07,4
1.2159347534179688e-05,3
2.7000904083251953e-05,5
6.80088996887207e-05,4
-0.0005423426628112793,4
0.0020547211170196533,5
1.1920928955078125e-07,5
-0.000220566987991333,5
-1.5497207641601562e-06,6
-6.556510925292969e-07,6
-0.0018859505653381348,4
9.5367431640625e-06,5
-1.615285873413086e-05,3
-8.344650268554688e-07,4
-0.0006393790245056152,4
0.0026580095291137695,6
5.7220458984375e-06,6
4.0471553802490234e-05,3
-2.384185791015625e-07,5
9.715557098388672e-06,7
6.920099258422852e-05,4
0.006674587726593018,2
5.900859832763672e-06,5
-4.228949546813965e-05,6
-1.6689300537109375e-06,5
-1.7285346984863281e-06,4
-3.874301910400391e-06,5
-0.00018829107284545898,4
-3.814697265625e-06,5
-1.341104507446289e-05,3
-9.357929229736328e-06,4
-8.940696716308594e-07,5
-0.00014197826385498047,7
5.27501106262207e-05,4
-0.0003687143325805664,6
5.179643630981445e-05,3
2.205371856689453e-06,5
-6.735324859619141e-06,5
7.152557373046875e-07,4
-1.2636184692382812e-05,5
-6.330013275146484e-05,5
0.00045740604400634766,5
-8.940696716308594e-06,4
5.59687614440918e-05,6
-2.2649765014648438e-06,6
-5.781650543212891e-06,4
4.172325134277344e-07,4
0.00038939714431762695,4
1.0728836059570312e-06,4
3.874301910400391e-06,5
9.59634780883789e-06,2
0.0008128881454467773,2
-1.7285346984863281e-06,3
-0.00038737058639526367,6
-6.651878356933594e-05,6
1.0132789611816406e-06,4
-0.017231881618499756,1
0.0059032440185546875,2
-0.0009878873825073242,5
-5.245208740234375e-06,4
-0.002752840518951416,3
-0.0003350675106048584,6
0.0028465688228607178,6
3.5762786865234375e-07,4
6.139278411865234e-06,4
-0.0005459189414978027,4
1.6093254089355469e-06,4
-6.854534149169922e-06,4
-0.00011676549911499023,2
-4.76837158203125e-05,4
-0.0010436773300170898,6
0.00046187639236450195,5
6.920099258422852e-05,4
5.9604644775390625e-06,5
0.00010323524475097656,5
-3.6954879760742188e-06,5
-0.0020419061183929443,7
0.00034058094024658203,5
1.6689300537109375e-06,5
-4.76837158203125e-06,6
-3.5762786865234375e-06,6
0.0001512765884399414,5
0.00037223100662231445,4
0.000889897346496582,5
5.161762237548828e-05,3
-1.0728836059570312e-06,5
0.00010442733764648438,4
-2.086162567138672e-06,3
-1.3470649719238281e-05,5
-0.000459134578704834,4
-6.771087646484375e-05,3
1.9669532775878906e-06,5
8.046627044677734e-06,9
2.205371856689453e-05,3
-3.874301910400391e-06,6
2.6881694793701172e-05,3
-0.0001735687255859375,8
-0.00033342838287353516,6
0.00010412931442260742,4
3.993511199951172e-06,5
-9.000301361083984e-06,4
8.90493392944336e-05,3
-1.0967254638671875e-05,4
-1.049041748046875e-05,6
1.7285346984863281e-06,6
1.9073486328125e-06,6
0.043317556381225586,3
-1.2934207916259766e-05,3
0.0003406405448913574,5
-4.738569259643555e-05,4
0.0003192424774169922,7
-9.119510650634766e-06,5
4.172325134277344e-07,4
8.344650268554688e-07,5
0.0013349950313568115,7
-2.5928020477294922e-05,5
2.980232238769531e-07,5
-4.267692565917969e-05,6
-0.0027526021003723145,3
-0.0008943676948547363,6
-0.0005465149879455566,4
4.649162292480469e-06,2
-0.001885920763015747,7
-0.004139602184295654,5
-3.337860107421875e-05,6
5.4836273193359375e-06,5
-3.7550926208496094e-06,6
4.976987838745117e-05,3
-9.5367431640625e-07,4
0.00012052059173583984,6
2.3245811462402344e-06,6
-5.185604095458984e-06,4
-1.7881393432617188e-07,5
-0.00013566017150878906,3
0.0005657076835632324,5
0.0008905529975891113,5
1.7762184143066406e-05,6
-1.9669532775878906e-06,6
-9.238719940185547e-06,4
1.9669532775878906e-06,6
0.0006693005561828613,4
-0.0003089308738708496,2
-3.2782554626464844e-06,5
-5.364418029785156e-07,7
-0.0027527213096618652,3
-0.0007148385047912598,8
-1.5914440155029297e-05,3
-0.00033727288246154785,6
-0.0001170039176940918,2
2.1457672119140625e-06,6
2.47955322265625e-05,4
6.616115570068359e-06,6
-1.1324882507324219e-06,4
-0.0001170039176940918,2
-4.172325134277344e-07,4
0.00012034177780151367,6
0.0003412961959838867,5
0.0002554357051849365,8
-0.0003625154495239258,5
-1.5497207641601562e-06,3
1.6689300537109375e-05,7
0.00019371509552001953,4
7.748603820800781e-07,3
3.2842159271240234e-05,4
-3.874301910400391e-06,6
-0.000340878963470459,5
0.0037137866020202637,7
-2.4020671844482422e-05,8
0.0006940364837646484,4
0.00028187036514282227,5
0.0004088878631591797,4
-0.003814518451690674,6
5.7220458984375e-06,2
-0.0022979378700256348,3
-5.346536636352539e-05,5
-0.0005422234535217285,4
-1.3709068298339844e-06,4
0.0028472840785980225,6
-2.6226043701171875e-06,5
-6.783008575439453e-05,3
-0.00015777349472045898,5
-4.470348358154297e-06,6
0.0020637214183807373,6
-4.547834396362305e-05,5
-7.152557373046875e-07,7
-0.00022810697555541992,6
-2.5928020477294922e-05,5
-3.439188003540039e-05,4
-1.806020736694336e-05,6
-0.0001233816146850586,5
-1.7881393432617188e-07,4
-1.9788742065429688e-05,6
-1.3113021850585938e-06,4
-1.5974044799804688e-05,3
-0.00035390257835388184,5
-2.562999725341797e-06,3
-4.7326087951660156e-05,4
2.6047229766845703e-05,5
-8.225440979003906e-06,8
-8.344650268554688e-05,6
-0.0001615285873413086,7
0.002442985773086548,6
0.0004286766052246094,7
1.6689300537109375e-06,4
-2.9206275939941406e-06,5
-3.933906555175781e-06,6
5.424022674560547e-06,5
-1.6689300537109375e-06,3
0.04331761598587036,3
0.0008130073547363281,2
0.00019443035125732422,4
-3.337860107421875e-06,6
-0.0027524828910827637,3
0.0004551410675048828,5
-1.919269561767578e-05,4
-0.0003857612609863281,6
1.8477439880371094e-06,4
-0.017231881618499756,1
-4.172325134277344e-07,7
5.2869319915771484e-05,4
0.004805862903594971,7
6.264448165893555e-05,4
0.0003724098205566406,4
8.940696716308594e-05,3
1.4901161193847656e-06,5
0.00037363171577453613,7
-2.9802322387695312e-06,6
-1.0907649993896484e-05,4
-3.5762786865234375e-07,7
-5.9604644775390625e-06,4
0.00045812129974365234,5
-1.1920928955078125e-07,5
4.76837158203125e-07,4
-8.64267349243164e-06,8
-4.172325134277344e-07,4
7.140636444091797e-05,4
-0.0006428956985473633,6
1.6689300537109375e-06,4
5.245208740234375e-06,5
-4.708766937255859e-06,6
-1.150369644165039e-05,4
-0.00018072128295898438,5
-0.000459134578704834,4
-8.940696716308594e-07,4
5.066394805908203e-06,5
7.331371307373047e-06,5
-2.384185791015625e-07,6
-1.5914440155029297e-05,3
0.08589363098144531,3
0.000604093074798584,5
8.887052536010742e-05,3
0.0009568929672241211,4
-2.4437904357910156e-06,5
-3.635883331298828e-06,6
-0.0026420652866363525,7
5.960464477539063e-08,4
3.814697265625e-06,7
5.179643630981445e-05,3
1.0728836059570312e-06,4
-1.6093254089355469e-06,5
0.0008292198181152344,5
6.920099258422852e-05,4
5.960464477539062e-07,4
0.00010323524475097656,5
8.89897346496582e-05,3
4.971027374267578e-05,3
-4.172325134277344e-07,4
1.1980533599853516e-05,3
5.561113357543945e-05,3
-0.00022077560424804688,5
0.000457763671875,5
-2.205371856689453e-06,4
-4.756450653076172e-05,4
-3.635883331298828e-06,6
-1.341104507446289e-05,3
2.4616718292236328e-05,4
-1.329183578491211e-05,4
-8.52346420288086e-06,4
-0.001137465238571167,5
-9.000301361083984e-06,4
-3.0994415283203125e-06,5
4.112720489501953e-06,5
-6.783008575439453e-05,3
-2.9802322387695312e-06,6
-1.5974044799804688e-05,3
3.0994415283203125e-06,5
-0.00018280744552612305,7
-6.020069122314453e-06,4
2.282857894897461e-05,3
1.2993812561035156e-05,4
6.383657455444336e-05,6
2.6881694793701172e-05,3
1.5854835510253906e-05,3
1.3113021850585938e-06,7
0.0004513263702392578,5
-2.962350845336914e-05,2
-0.00019741058349609375,4
0.0003986954689025879,5
0.0003452897071838379,5
1.4901161193847656e-06,4
2.0265579223632812e-06,5
0.00018101930618286133,5
1.4901161193847656e-06,4
-2.6226043701171875e-06,5
3.874301910400391e-06,5
2.5451183319091797e-05,6
-0.00029850006103515625,6
-0.0018857121467590332,7
-1.9669532775878906e-06,3
0.0003209114074707031,7
3.7550926208496094e-06,5
-0.0001665949821472168,3
-4.76837158203125e-06,6
-6.788969039916992e-05,3
-1.3113021850585938e-06,5
1.6093254089355469e-06,5
-1.1324882507324219e-06,6
4.351139068603516e-06,5
-0.0001239180564880371,5
0.00038880109786987305,4
0.0001512765884399414,5
6.556510925292969e-07,5
2.682209014892578e-06,5
0.00016075372695922852,6
0.043317556381225586,3
-2.682209014892578e-06,5
-0.00019741058349609375,4
-0.0020416080951690674,7
1.6033649444580078e-05,6
-0.0003743767738342285,6
-3.993511199951172e-06,5
2.676248550415039e-05,5
-2.562999725341797e-06,6
2.199411392211914e-05,3
5.9604644775390625e-06,5
-6.4373016357421875e-06,6
0.0006692409515380859,4
-0.00012320280075073242,5
0.0012793540954589844,7
-4.374980926513672e-05,6
-8.52346420288086e-06,4
-2.384185791015625e-07,4
0.00012683868408203125,4
-3.635883331298828e-06,5
0.00010451674461364746,8
-5.251169204711914e-05,5
8.96453857421875e-05,3
-6.854534149169922e-06,4
-3.814697265625e-06,5
1.2040138244628906e-05,3
0.0002447962760925293,8
0.002056717872619629,5
0.0021529793739318848,7
-1.1742115020751953e-05,7
1.1265277862548828e-05,3
0.0005657076835632324,5
3.540515899658203e-05,7
5.543231964111328e-06,5
-4.684925079345703e-05,4
0.0005776882171630859,4
-0.00010603666305541992,5
-5.364418029785156e-07,7
8.344650268554688e-07,5
2.4199485778808594e-05,5
-0.00879436731338501,3
5.245208740234375e-06,3
-8.392333984375e-05,6
-1.71661376953125e-05,6
1.1920928955078125e-07,4
-8.344650268554688e-06,8
-8.344650268554688e-07,5
-0.000335007905960083,6
-0.002075374126434326,7
-0.0003333091735839844,6
0.0006940960884094238,4
1.1622905731201172e-05,7
-6.020069122314453e-06,4
-4.357099533081055e-05,6
-5.8650970458984375e-05,3
-0.008959531784057617,2
1.8477439880371094e-06,4
-2.0265579223632812e-06,4
2.568960189819336e-05,6
-6.258487701416016e-06,4
-5.27501106262207e-05,5
1.430511474609375e-06,6
-1.615285873413086e-05,3
0.0001766681671142578,2
3.93986701965332e-05,6
-1.0728836059570312e-06,5
2.1338462829589844e-05,3
-2.205371856689453e-06,6
-6.198883056640625e-06,4
0.00012093782424926758,6
0.0016571581363677979,7
-9.417533874511719e-06,6
1.3709068298339844e-06,4
0.030675143003463745,4
-0.0073451995849609375,4
1.5974044799804688e-05,3
0.0037241876125335693,8
3.2901763916015625e-05,4
1.7881393432617188e-06,7
-5.251169204711914e-05,7
