,runtime_graphshapiq,budget,n_players,mse_KernelSHAPIQ,runtime_KernelSHAPIQ,mse_SVARMIQ,runtime_SVARMIQ,mse_InconsistentKernelSHAPIQ,runtime_InconsistentKernelSHAPIQ,mse_SHAPIQ,runtime_SHAPIQ,mse_PermutationSamplingSII,runtime_PermutationSamplingSII
151,2.2197296619415283,6558.0,31.0,0.06766666484527435,76.99249291419983,2.066731749702828,105.99048089981079,0.010154630859959948,64.79654741287231,0.987647494524577,2.4297714233398438,0.16035843226241744,1.199812889099121
152,2.0011889934539795,5958.0,26.0,0.07295962609593305,32.40596961975098,5.679074442106475,67.35362935066223,0.01605727313981654,25.43343424797058,2.0303021615390064,1.8204171657562256,0.2138523853535848,0.9451546669006348
154,1.0475974082946777,3294.0,25.0,0.16692606940366592,17.944016456604004,1.6807230365611407,27.651636123657227,0.013889865647595787,12.78893232345581,1.8255923876576712,0.9779393672943115,0.22431461909593253,0.42090868949890137
159,1.8930439949035645,5742.0,27.0,0.024681191651565317,32.885380268096924,1.7251198978950073,64.20893549919128,0.004804097248295554,26.07180953025818,0.6301827677909388,1.721552848815918,0.08126128487447816,0.9361307621002197
160,1.8507609367370605,5534.0,30.0,0.07563428771788652,58.57430124282837,5.481398814596549,80.69373846054077,0.01096991145776678,46.25224304199219,2.041680508063484,1.9657166004180908,0.14215763216136543,0.9747664928436279
162,3.0608129501342773,7343.0,26.0,0.022623961294388588,35.08123302459717,0.3130522468334104,70.75373482704163,0.0027620180220631497,28.42579960823059,0.4308188844632655,2.1271727085113525,0.09712885695306857,1.1628000736236572
165,1.5436339378356934,4847.0,24.0,0.035649987873127835,20.127187967300415,1.7471685500440908,39.34807372093201,0.004743888252626361,15.539309740066528,0.7494689063638541,1.2602474689483643,0.16167013785678178,0.7438490390777588
168,1.6004416942596436,5006.0,24.0,0.037630363883842326,20.482910633087158,5.314901597809446,42.77221202850342,0.005194907388669572,16.701990842819214,1.5425721008208775,1.4236915111541748,0.11388785892733595,0.6396076679229736
169,1.022244930267334,3238.0,21.0,0.08684796505674995,10.562959432601929,5.578762054316523,19.40424942970276,0.016300857472570093,7.9035563468933105,4.036113301126359,0.8596601486206055,0.2795924552853163,0.3747696876525879
171,2.6836373805999756,6913.0,20.0,0.008442902074754673,18.24514079093933,3.1656851252799165,35.91863298416138,0.002252826225067377,16.312296628952026,2.634120038817809,1.5499091148376465,0.08341172668899254,0.9016647338867188
178,0.8676490783691406,2718.0,23.0,0.2577029570067492,11.709956884384155,1.2417869413414542,19.156800746917725,0.02587251591616879,8.04629111289978,2.0224539251578237,0.6845417022705078,0.30492718384489753,0.41370296478271484
179,2.1571738719940186,6543.0,25.0,0.031202489389851748,29.51045322418213,0.5142233065299693,64.38506007194519,0.005028983158645547,24.521811723709106,0.8103306748573962,1.8962500095367432,0.13831177139159173,0.9580459594726562
180,0.720515251159668,2112.0,21.0,0.04050778837150751,7.077110290527344,1.8283835630551788,10.767244577407837,0.0044514195745414525,4.609887599945068,1.1469826431636025,0.49526333808898926,0.21322474898729707,0.2463548183441162
181,1.9412343502044678,6005.0,36.0,0.03515455790295508,129.56008386611938,3.8156405229429464,123.0271999835968,0.0038975276724284315,99.96921753883362,4.085606567191627,2.469477653503418,0.1297912472553879,1.1510028839111328
190,2.6122076511383057,6912.0,28.0,0.001988807333366877,46.73360228538513,3.0639347620842767,87.44784593582153,5.610288296212627e-05,36.125093936920166,1.447036940756282,2.3058860301971436,0.0282787438988746,1.029186725616455
193,2.4852161407470703,7294.0,28.0,0.030038242245020927,48.747243881225586,21.736148139288243,102.49294519424438,0.00579493595506587,40.28769063949585,6.035644417047654,2.4317467212677,0.13956036263690358,1.1898224353790283
195,0.8275127410888672,2613.0,20.0,0.07465348769777094,7.044316530227661,2.1416990415967074,11.162297248840332,0.004743105038052525,4.863925457000732,4.111513734609852,0.5892415046691895,0.22308006973350575,0.42154955863952637
198,1.5383152961730957,4527.0,20.0,0.06059451472393639,12.970688343048096,1.9286524518450674,24.623878717422485,0.010104239921930847,10.881805658340454,2.9163907426539315,1.0604336261749268,0.24877670648939587,0.6342117786407471
199,2.8004231452941895,7808.0,23.0,0.0046769375021198925,27.857203483581543,0.4379141389797408,62.01559543609619,0.0006788560649507447,24.304744005203247,0.5428229358246259,2.110790252685547,0.030691601836810512,1.1227786540985107
204,2.770723342895508,8749.0,29.0,0.11041529597171337,62.07583975791931,21.64388791340322,140.57365775108337,0.011567196494188478,55.707573890686035,7.249797229805717,3.042527437210083,0.17323251357545902,1.4166514873504639
207,2.4177205562591553,6080.0,20.0,0.00680121109968217,16.40534782409668,2.0636531797276265,31.310617923736572,0.0005324541967574023,13.937743186950684,1.504769962269247,1.4447824954986572,0.18911301660025334,0.7119545936584473
208,2.201775074005127,6479.0,28.0,0.02617778945200269,41.152223348617554,14.725109615335544,74.89096236228943,0.0026596613485660187,33.40190124511719,10.745016329435474,2.0571446418762207,0.09932984045575184,1.071582555770874
212,1.1254158020019531,3599.0,28.0,0.05417835050952444,29.845895528793335,20.305738845757777,38.62008881568909,0.013476149124067466,20.000434637069702,17.00624132320244,1.0609164237976074,0.1403061751067587,0.6293864250183105
213,0.9129552841186523,3119.0,20.0,0.054027459948980006,8.89023756980896,1.500592577744666,15.748745679855347,0.007849929165594472,6.875240087509155,2.6783336639433566,0.7305686473846436,0.3913069369113385,0.448535680770874
217,2.7797842025756836,8510.0,24.0,0.07241274079810373,36.27751541137695,3.3478491760932454,87.21505355834961,0.020348736450398735,32.16916584968567,1.401630654778984,2.41803240776062,0.23124064762949553,1.166450023651123
218,0.9537556171417236,3407.0,24.0,0.0804573086431686,14.739207983016968,3.484952853704194,25.896061658859253,0.009812882965043544,11.6854248046875,3.8477496740357187,0.8566076755523682,0.21489607444876235,0.5164239406585693
222,1.9936206340789795,6197.0,35.0,0.043036208725466776,119.83269357681274,12.077071631886971,128.1596667766571,0.004330660025060687,93.84170389175415,8.31840664318417,2.5541434288024902,0.10814074087032663,1.2941396236419678
223,1.2789132595062256,3614.0,22.0,0.1808559799857753,13.813229322433472,1.6994897375149203,24.87920880317688,0.01486224789755976,10.002701759338379,1.4662487075315587,0.9974367618560791,0.3097015558881632,0.462782621383667
224,1.9500510692596436,6157.0,26.0,0.11066913732538411,33.06886410713196,7.631107029635325,70.21048164367676,0.0166129679587863,26.87340497970581,2.2935403715061913,1.8970370292663574,0.25886471146440204,0.8714003562927246
228,1.4885804653167725,4367.0,20.0,0.04435099004268751,12.580664157867432,2.308022766829889,24.164255142211914,0.007748633296005135,10.547014474868774,0.85541034027954,1.1214263439178467,0.2325329850186516,0.5126421451568604
230,1.9121003150939941,5790.0,23.0,0.08546626228263426,22.177769422531128,3.5420564307240525,48.28245496749878,0.015900186476186927,18.44366192817688,1.6986806732301631,1.475313663482666,0.2811988743302126,0.8443441390991211
232,2.574342966079712,7932.0,28.0,0.0907513270558212,53.14026737213135,8.259281043382181,121.40028786659241,0.00934947680420515,45.53097891807556,2.9257124617657797,2.739119052886963,0.2201324535896074,1.3105359077453613
233,3.273714542388916,9453.0,34.0,0.06780222549223272,168.76682043075562,4.683472618915711,208.79932928085327,0.01370288435954376,153.79126048088074,1.338495893613525,4.0732505321502686,0.07795744004257828,1.8794903755187988
234,2.979903221130371,7646.0,34.0,0.04917736375800869,134.88328099250793,2.9934516323075924,147.15658736228943,0.004144010968905104,115.88768529891968,2.2665583070839865,3.100301742553711,0.1333960365486974,1.4997234344482422
237,3.678074359893799,9598.0,31.0,0.04966341319490534,89.01737785339355,3.059103059611902,176.9796359539032,0.010051549570597196,75.54894757270813,1.3392884826717595,3.7486517429351807,0.11030804242171263,1.7284281253814697
238,1.9565200805664062,5455.0,29.0,0.027865881549292898,50.94457530975342,1.4867415362665695,69.86240553855896,0.002345993027816525,39.657238483428955,2.4852585052451497,1.8139114379882812,0.10097691355626864,0.977776050567627
241,2.1457550525665283,6189.0,33.0,0.0908472590004731,96.0671329498291,5.45089113168023,112.10439491271973,0.004687472470370684,75.64455723762512,2.3868005941324326,2.367893695831299,0.1520574667171312,1.2232990264892578
244,3.018923044204712,8508.0,34.0,0.0732699943524014,153.45723390579224,6.165869018577286,183.5093080997467,0.01545102900669932,133.98565030097961,2.367956630029723,3.5548577308654785,0.12563798476105276,1.6772265434265137
247,2.0552806854248047,5423.0,20.0,0.02538709320749171,16.35994005203247,1.0661760797980797,30.965754747390747,0.0029154376411682304,13.487031936645508,0.695422087831328,1.3747243881225586,0.15831414422006976,0.6540610790252686
250,2.3008270263671875,6980.0,26.0,0.13293029641064338,37.91171216964722,7.654259287954376,85.88776183128357,0.010357791742138448,31.665543794631958,2.899260869402223,2.2749712467193604,0.21232668058939969,1.0058181285858154
254,1.2406902313232422,3966.0,21.0,0.15529601561554487,13.262919902801514,0.7897031533739652,25.569136381149292,0.01501564516962685,10.555217742919922,1.3552460327676303,0.9636135101318359,0.4670489142220688,0.5794696807861328
256,1.8222744464874268,5487.0,21.0,0.03433069177659077,16.245599269866943,0.39990707259854663,32.66443157196045,0.003438883208752234,14.010138034820557,0.692372481550331,1.3430638313293457,0.1539014296338853,0.7633323669433594
257,1.00626540184021,2991.0,20.0,0.10458744509193867,8.537276983261108,1.569417761597971,14.947102546691895,0.016973585723321125,6.539770126342773,1.575292540048137,0.6952519416809082,0.34787352887549594,0.4523305892944336
261,2.8423383235931396,9116.0,32.0,0.15503875706664902,98.83386731147766,15.901357720262167,178.01989674568176,0.0031360659009502037,85.73705768585205,5.31288251710769,3.5658774375915527,0.1466800771988112,1.6652510166168213
262,1.8188700675964355,4911.0,22.0,0.028165257616556187,17.993912935256958,1.8098397292911028,33.76835370063782,0.0033771095270428322,13.708288431167603,2.8911480221713615,1.2982466220855713,0.164867575300466,0.7338588237762451
263,2.611471652984619,8173.0,33.0,0.06319998500449799,127.60988020896912,2.6103912802407474,167.39658164978027,0.0161670109942567,114.54775071144104,0.9915223277754954,3.3514554500579834,0.09095327038774942,1.5826621055603027
264,2.7770836353302,7693.0,29.0,0.04834706537961391,58.800071716308594,2.5270391020314573,117.88020300865173,0.01046434616744036,48.36748695373535,1.9738843379304538,2.6430063247680664,0.1595433461651636,1.1760101318359375
265,0.986987829208374,2802.0,24.0,0.03170315945600639,13.379149675369263,2.718983619587872,18.95255184173584,0.0021132535647760626,8.991618633270264,3.257860105738527,0.7977917194366455,0.13788300094353625,0.35134172439575195
